업소명,주요메뉴,리뷰,위치,최근 한달간 블로그 리뷰 개수
달비촌 대구막창,"곱창,막창,양","근처에 뭐먹지하다가 그냥 들어간거라 기대 별루안했는데 너무너무 맛있었어요
다음에 다시 먹으러 또 방문해야겠어요!
막창이랑 갈비살 먹은건데 너무 잘먹었습니다 번창하세요!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",너무너무 맛있어요 ㅎㅎ 막창의 성지에여 ㅎㅎ 저는 막창 여기서만 먹어여  다른데서는 그 맛이 안나여 ~~ 진짜진짜 강추에요 !!!!!!,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","너무너무 맛있어염 ㅠㅠ* 돼지막창 껍데기 주먹밥 다 맛있어용! 2명 기준 2인만 먹지말구 세트로 3인 드시는걸 추천드려요~~ 남자사장님이 친절
하게 설명해주시구 ㅎㅎㅎ 좋았습니다!!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","벌써 몇번째 방문인지 넘 맛있어서 친구들과 단체로 방문했어요~ 같이간 친규들도 맛있다고 좋아했어요! 할인메뉴가 있어서 가격도 할인받규  좋
아요 ㅠㅠ 어차피 무조건 추가하는데 할인메뉴로 먹으니 가격도 저렴해져서 넘넘 좋ㅇㅏ요💕 담에 또 방문할게요!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",막창 정말 좋아하고 즐겨먹는데 여기 맛집 인정합니다. 양 적다고 하시는분들 있는데 원래 초벌하면 양이 다 적어보여요 기름기가 줄어드니까요 ㅋㅋ 막창이랑 숯불닭발 참치김치찌개 다 너무 맛있게 먹고 갑니다. 단골될듯,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","막창, 껍데기 다 맛있어요~~~",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",굿,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","완전 완전 핵 꿀맛 입니다!! 사장님 친절하시구 무엇보다 맛이 너무나 있어요~ 양 많구 이 가격에 이 퀄리티 없다 생각합니다 베스트 오브 베스트
에요~~ 마지막에 입가심으로 주먹밥은 완전완전 추천!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",야외에서 먹었는데 날씨도 선선하니 좋더라구요!! 소막창은 정말 최고네요!! 사랑이예요~ ㅎㅎ 또또 갈께요!!!,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",돼지막창 .소갈비 짜앙 맛,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",맛있던데요? 다음에 또 가보려구여 가성비 꽤 좋아요,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","양이 너무 적음.. 2인분만 먹을려고 했는데  3인셋트? 로 유도해서 판매하고, 매출을 올릴려는. 내키지 않는 식당..",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",돼지막창과 소 통갈비살을 먹었는데ㅎㅎ 이렇게 맛있는 막창과 갈비살은 처음 먹어봐요!! 리뷰같은거 원래 잘 안쓰는데...다른분들도 꼭 맛 보셨으면 좋겠어서 리뷰 남겨요~ 담에 또 갈께요!!,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",대구보다더더더더ㅓㄷ 맛있어요!! 대구는 안 가봤지만요!! 사장님이 완전 친절하시구 진짜 짱맛있어요!!,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",엄청 맛나요 인생 막창ㅋ,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",좋아용,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","하....존맛탱... 무슨말이 다 필요한가요. 몇년째 가고있는데, 갈때마다 항상 맛있게 먹고 와요!! 여기 알려준 친구한테 진짜 엄청 고마워하고있어요
!! 사장님이 막창이랑 껍데기에 자부심있으셔서 항상 맛나게 구워주세요!! 사장님 너무 좋아요!! 막창 진짜 고소하고 시감도 너무 좋거 ㅠㅠ아 또 
가고싶어요. 리뷰쓰면서더 침나와요!! 사장님 주먹밥도 존맛이고!!! 다음주에 또갈거에요!!!!!!!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","진짜 맛있어요!
인테리어만 그럴듯하게 하는 집과는 다르게, 진짜 맛으로 승부하는 곳이예요!!
대구사람인데 고향에서 먹던 것 보다 훨 맛있네요 ㅎㅎㅎ",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",여기 막창 너무 맛있어요!  냄새도 안나고 쫄깃쫄깃한게 완전 취향 저격👍메뉴도 되게 다양하구 무엇보다 사장님이 너무 친절하세요ㅎㅎ그리구 요즘 날씨 더운데 불 앞에 앉아있어도 에어컨 빵빵해서 덥지 않구 노릇노릇 익은 막창 또 먹고싶어여~! 자주 자주 방문할게요👍*ㅁ*👍,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",별이 5개라서 아쉬울뿐ㅠ,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",맛있어서 또 방문했어요! 막창 너무 맛있어요ㅠㅠ 인생막창이에용! 사장님 늘 친절하시구 좋아요! 사당에서 막창은 무조건 여기에요!,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",짱맛!!!!,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",맛나요,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","막창집만 전문으로 하는 집이없었는데  전문으로해서 좋아요 돼지막창,소막창 둘다 맛있어요 초벌되어 나와서 먹기도 편해요 갈비살도 스테이크
처럼 나와서 굽기조절이  가능해요! 더운날씨에 에어컨도 빵빵하게  나와서 시원해서 좋았어요 ~ 그리고 사장님두 친절하게 먹는방법까지  알려
주셨어요~ 다음에 또 방문해야겠어요~!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",고소해요,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","맛있어서 또 방문했어요! 막창 냄새도 안나고 넘 맛있어요 ㅠㅠ 너무  친절하게 알려주시구 다음에 또 가려규요 내부도 시원해서 불앞에서 먹어도
 안더워요! 다음에 또 방문할게요!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","너무 맛있어서 여친이랑 둘이서 계속 시켜먹었습니다.
안양에서 더위 뚫고 왔는데 온 보람이 있는 맛입니다.
1일3막 가능🤪🤪",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",사장님도 넘 친절하시고 음식은 당연 맛있었습니다~~ 3명이 가서 인당 2인분씩~~막창으로 유명한지 알고 찾아갔는데 갈비살도 진짜 맛있어요 막창 갈비살 다 추천이요~~~♡,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",맛있었네요,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",너무 맛있어요 ❤️,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","너무 맛있고 친절했어요!!
다음에 또올게요!!",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","별 다섯개도 부족해요 존맛탱
",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","너무너무 맛있어요 강추에요~~~~
여기 진짜 맛집!!! ",서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",사장님이 너무 친절하시고 막창이 너무 맛있어서 강추드립니다!!,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",껍데기 맛있어요,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양", ,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",굿,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양",😀😀😀,서울특별시 동작구 동작대로1길 52 (사당동),0건
달비촌 대구막창,"곱창,막창,양","맛있지만 양은 좀 적고, 하지만 친절하고 시원해서 좋아요",서울특별시 동작구 동작대로1길 52 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,크로아상 맛있어요 ,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,샌드위치 항상 잘 먹고 있어요! 신선한 재료로 주문 후 바로 만들어주셔서 다이어트식으로 자주 먹어요~,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,좋아요 ,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,"이게 머리카락 나온게 아니라구요...? 토마토인지 뭔지 같이 눌어붙어있는데요... 처음에 뉴욕 샌드위치에서 머리카락 검출되었을 때 입에 물려 
따라 샌드위치 안에서 부터 긴 머리가 나왔음에도 그냥 좋게 통화로 단품 환불 요청하였는데, 또띠아에서 또 나와서 환불 요청 전화 또 드렸더니 
이상하다고 바로 소비자를 의심하네요... 새해부터 기분 안좋고 위생도 매우 의심스럽네요. ========== 저게 얼마라고 저희가 협박을 했...",서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,좋아요,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,좋아요,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,굿,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,굿,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,굿,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,쫗아요,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,짱,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,ㅎㅎ,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,"오늘 처음 가봤는데 시간가는 줄  모르게 대화 나눌수 있는 편안한 분위기와 친절한 사장님 때문에 앞으로 단골될꺼 같아용~~ ㅎㅎ 요즘 2.5단계 
적용으로 카페에서 간단한 식사를 하며 커피를 즐길 수 있는 곳이 없어 속상한 맘이 컸었는데 요기는 맛난 샌드위치도 다양하고 롯데리아, 맥도날
드처럼 당당하게 커피와 샌드위치를 함께 할 수 있는 카페라 넘 좋았어요~~♡ 오늘보니 오랜 단골 고객분들이 많으신 거 같던데용??  저두...",서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,"전반적으로 좋은데
의자방석 세탁이필요해요
사장님은 친절하시구요",서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,좋아요,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,샌드위치는 맛있는데 오래 기달려야하네요 ㅠㅠ,서울특별시 동작구 사당로 206 (사당동),0건
뉴욕샌드위치남성역점,샌드위치,좋아요,서울특별시 동작구 사당로 206 (사당동),0건
일이삼식당,한식,별로였어요...,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,굿,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,굳,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,좋아요,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,학교앞에 얼마 남지 않은 가성비좋은 식당,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,좋아요,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,중대맛집,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,가성비 짱입니다...! 중대 맛집 인정 👍🏻,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,감사합니다,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,항상 최고의 식당ㅎㅎ,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,좋아요,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,김치제육 먹었는데 메인 요리와 밑반찬 나쁘진 않았으나 물통 뚜껑에 낀 기름때 보고 깜짝 놀랐어요..위생에 조금만 신경 써주면 좋을듯합니다.,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,"오뎅볶음, 계란말이가 반찬
존맛","서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,맛있어요,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,쭈꾸미 맛잇고 사장님 친절하셔요!,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,.,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,#동작,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,👍,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
일이삼식당,한식,맛있어용,"서울특별시 동작구 흑석로13마길 65-3, 1층 (흑석동)",0건
장독대,반찬가게,매우 다양해요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,콩비지찌개 냠,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,조아요!!,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,주차 2시간씩 주셔서 늘 마음이 편합니다!,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,카레는 쏘쏘,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬들이 맛있고 친절하고 좋아요 ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,궁채나물 맛있었어요!,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬들이 맛있고 친절하고 좋아요 ~  단 가격이 좀 비싸요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬만들기 싫은날 방문하면 간단히 해결~,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,상큼하고 부담되지 않게 먹을수 있어서 좋아요.,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,마카로니 샐러드가 좋아여,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛나요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,가격이 조금 비싸지만 반찬 종류가 많고 맛있습니다. 가게가 깔끔해서 좋아요.,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,친절해요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,매장이 협소하지만 반찬 종류가 많습니다,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,가격이 저렴하진 않아요.,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬 다양하고 맛있고 친절하고 좋아요 ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,ㄱ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좀 비싸지만 맛은 괜찮은편,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,자주 갈게요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬 가격이 전체적으로 좀 올라서 아쉬워요ㅜㅜ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,미역국 최고 ㅎㅎ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,음식 정갈하니 맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬들이 맛있고 친절하고 좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛잇는 반찬,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,종류다양.가끔 찾아가는곳,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬이 맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,양 적고 조금 비싼느낌~~,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬들이 다양하고 맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,가성비가 좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,소불고기 ㄱㅊ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛닜어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,오징어볶음은 실망ㅠ오징어 매우 적고 채소만 많았음..,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,차돌된장 맛나요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있는데 가격대비 양이 좀 적어요 ㅜㅜ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요!,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,콩비지찌개 맛있는데 저녁에 가면 없길래 헐레벌떡 가서 사옴,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요!,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,알감자조림 존맛,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬이 다양해요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,아삭이고추된장무침 맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,우선 청결해 보여서 좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,자주이용해요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,가격대비 양이 좀 적어요~,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,괜찮습니다,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,가격은 조금 비싼편이에요~,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,소고기무국 존맛,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,육개장 차돌된장 부대찌개 맛나요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,이전하고 반찬종류가 줄었어요ㅜㅜ 친절합니다~,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,가격이 조금비싸요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,아담한 장독대,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬 맛있는편인데 어제 산 해초샐러드는 정말....질기고 딱딱하네요.....,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,너무 좋아요 ㅎㅎ 애용할거에요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있게 잘~먹고있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,오픈한지 일주정도된거같은데 지나가다 오후8시쯤 갔는데 피곤하신건지 조금 불친절한 느낌을 받았네요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,가격대비 음식 맛이 좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,친절하세요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,굿,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있고 친절합니다,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,동지팟죽  맛나요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,마카로니샐러드 맛잇음,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,념념,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있는데 신선함은 떨어졍ᆢㄷ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬 괜찮아요^^,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,칠리탕수만두 ㄱㅊㄱㅊ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,일요일 10시부터,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,반찬 맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,좋아요~,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,식량조달 냠,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,음식 맛있아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,식량 조달,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,다닌지 오래됐는데 왜 포인트를 이제 만들었지...,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,조아요,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,깻잎상태가... 가격대비 최악요.  깻잎이 아니라 깻단만 수두룩하네요 정말 실망입니다 ㅠㅜ,서울특별시 동작구 흑석로 112 (흑석동),26건
장독대,반찬가게,맛있어요,서울특별시 동작구 흑석로 112 (흑석동),26건
김밥매니아,김밥,매장이 청결하지 못한듯,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,굿,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,푸짐합니다! 쫄볶이는 배달로 시켜먹으면 많이 불것 같아요,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,"점심시간에는 조금 바쁘시지만
사장님 노하우로 테이블 회전이 빨라요!",서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,좋아요,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,후문 앞 김밥 맛집!,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,굿,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,굿 ㅋ,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,오늘도 맛난 오징어덮밥 냠냠,서울특별시 동작구 흑석로 24-1 (상도동),1건
김밥매니아,김밥,참치덮밥 냠냠,서울특별시 동작구 흑석로 24-1 (상도동),1건
남도홍어,"해물,생선요리",정말 맛있고 가성비 좋은 집입니다,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",홍어 맛있어요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리","장승배기역 방향  큰길가로 옮겼는데  역시 맛은그대로 맛있네요~~
사장님 너무친절하시고요~~","서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",맛잇어요 마넌짤사면 여자 두세명 먹어요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리","그냥 보통,가성비가 등락이 심함.
실망.","서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",홍어와 민어가 맛있고 푸짐해요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",좋아요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",좋아요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",굿,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",맛있음,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",.,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",친절해요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리","색깔 부터 차별화 되고 쫀듯쫀듯 하면서 유산균 먹는 맛 홍어, 무참은 더 맛있는 남도홍어 집","서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",맛나요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
남도홍어,"해물,생선요리",맛이괜찮아요,"서울특별시 동작구 상도로 140, 1층 (상도동)",2건
