id	document	label
342	오랜만에 동창모임 곱에서 모듬구이로 더 하나 되었네요~~ 다들 제각각인 입맛들인데  물개박수치며 맛있게  잘먹었습니다. 마지막 볶음밥까지 완벽했네요.^^	1
343	당일도축이라는 문구에 믿음이 가는 곱이다. 모듬구이에 하얀가루가 솔솔~ 비주얼부터 입맛을 자극했다. 파김치. 부추. 곱창을 특제 간장소스에 찍어 먹으니 더 좋았다. 역시 곱은 사랑이다^^	1
344	네이버예약하고 기다림없이 편하게 주문하니 완전좋으네요~  저희는 무조건 모듬으로 ~ 역시 다양하게 즐길수 있는 모듬에 후식 라면과 볶음밥은 진리네요. 맛난 곱창먹고 에너지 만땅 충전하고 갑니다.	1
345	토요일 저녁에는 꼭 한잔이 생각나는데 강남역에 가면 들리는 강남곱~~ 곱창도 정말 끝내주지만 대창도 완전 존맛자랑하는 곳..,불토를 배부르게 잘 보내고 갔습니다. 대창 먹으러 또 갈게요.	1
346	정말 맛있게 잘 먹었어용!!	1
347	대파김치와 곱창의조화가 환상이네요. 정말 돌아서면 생각나는 맛인거 같아요. 오늘도 또 가고 싶은 곱...이런 미세먼지에 외식으로 딱~~~ 강남가면 또 들릴게요. ~	1
348	맛도좋고 곱창도 빨리나오고 우선 곱창이 너무 맛있어요!!	1
349	너무 만족스러웠습니다! 요청사항에 요청한대로 창가쪽 테이블로 주셨고, 서비스, 곱창상태도 다 만족스러웠습니다 : )	1
350	시끄러워요 ㅠㅠㅠㅠ	0
351	맛있어요~친절하고  좋았어요,부추도  맛있구  순두부찌게가 서비스로  나왔는데  리필두  해주시고 좋아요	1
352	시끌시끌하긴 했는데 최근 먹은 곱창중에 곱이 제일 많았어요 짱 !!	1
353	가격 맛 모두 만족	1
354	서비스는 나쁘지 않았습니다만 가격대비 양이 적은 것은 조금 아쉬웠습니다! 인당 3만원어치는 먹어줘야 배가 찰 것같네요 ㅎㅎ 여성 2인 기준입니다	0
355	금요일 피크타임에 예약시간이 지났음에도 자리를 잘 마련해주셔서 감사드립니다. 가게가 손님들로 꽉차 활기가 넘쳐 좋았고 음식도 맛있어서 10여년만에 미국에서온 후배와 좋은시간 되었습니다. 또 이용하고 싶습니다.	1
356	굿이에요!	1
357	지난번에 갔다가 너무 맛있고 직원들도 친절해서 예약 하고 재방문 했어요ㅎㅎㅎㅎ,역시 강남역 곱창고 너무 맛있고, 친절한 서비스 감동이네요~,사람들도 많고 분위기도 좋아서 친구들이랑 다음주에 또가려구요!!!,강남역 곱창고 타매장과 비교하지 마세요 진심 추천합니다^^	1
358	곱창고라도 다같은 곱창고가 아니였네요 ㅎㅎ ,강남역 곱창고 맛, 분위기, 서비스 모두 최고였습니다!! 앞으로도 자주 이용할게요~강남역 핫플레이스 곱창고 번창하세요^^	1
359	굉장히 맛있고 친절해요~!	1
360	ㅡ,너무 잘 먹었습니다!,이모님들 다 친절하시고, 잘 챙겨주셔서 감사했어요!,또 갈래요	1
361	역시 대박 너무 맛있게 먹고 왔어요!!♡	1
362	맛은있으나 정신없고 빨리먹고 나가야하는 느낌이였어요 저녁시간대 방문 비추..	0
363	고기 구워주셔서 회식인데도 너무 편하고 즐겁게 막었습니다. 음식도 정말 맜있었구요!,구워주시면서 같이 먹으면 좋을 것을 말해주셨는데 정말 맛있어서 즐거운 시간 보냈습니다	1
364	역시 너무 맛있어요 ㅎㅎㅎ	1
365	진짜 맛있는데,넘 비싸다여........	1
366	이모님들이 고기 다 구워주시고 세상 맛있었어요 역시 이영자맛집	1
367	진짜 말이 필요 없음,이영자가 왜 좋아하는지 알거같음ㅋㅋㅋㅋ,열심히 돈벌어서 또 먹으러 가야겠어요 ㅎㅎ,,안드신분들 언능 드시러고고하세요 ㅎ	1
368	사람이 끊임없이 오는 맛집이었어요 사실 이전에 여기 말고 다른 지점갔가 살짝 실망했었는데 논현본점가보고 왜 영자언니 맛집인지 알게됐어요	1
369	일단 질 좋은 생고기의 풍미가 최고였습니다!!,개인적으로 목살은 그리 좋아하지 않았는데 여긴 소금구이라고 해서 소금간이 적절히 잘 벤 목살에 자꾸만 손이 가더라구요!!,물론 삼겹살도 맛있었구 처음에 사장님께서 모든 고기에 자신있다 하셨는데 막상 먹어보니 정말 믿음이 가요 :),게가가 기본 구성이 보들보들 계란찜에 칼칼하고 재료 실하게 들어간 찌개 그리고 비빔라면까지!! 전부 빠지지않고 다 꿀맛!!!!,그래서 이렇게 저렴하게 맛까지 좋은데 먹으면서 어느순간부터는 이래도 되나? 이러면서 먹었어요 ㅋㅋㅋㅋㅋ 계산하구 나올때 쿠폰까지 팽겨주셔서 또 한번 감동 :),감사히 잘먹었습니다 인사는 필수!^^,재방문 의사 1000000000000	1
370	사장님도 친절하고 고기도 맛있어요👍👍	1
371	지난번 방문이 만족스러워서 또 왔네요,여전히 친절하시고 음식도 깔끔해요 서비스 비빔면은 진짜 별미에요 ㅋ	1
372	맛있는 고깃집	1
373	오늘도 감사히 잘 먹겠습니다	1
374	사장님의 서비스 맛 퀄리티 음식 뭐하나 빠짐없이 최고네요~~	1
375	맛있네요 논현동 먹자에서 보기드문 맛집,서비스도 만족입니다 다음에갈때도 잘부탁드립니다~^^	1
376	매우 맛나요~~,따봉	1
377	처음와서 반하고 다시와서 먹어도 반하고 자주자주와더 안질리는 곳이에요!!! 너무 친절하고 필요한건없는지 먼저와서 챙겨주시고 지인들 많이 소개시켜줄수 밖에없는 곳입니다ㅎㅎ 배달도 같이 됬으면 집에서 쉬는날 맨날 시켜먹을거같아요ㅎ	1
378	돼지고기 세트를 먹었는데 정말 여러가지 많이 나오고 다 맛있었다! 비빔면과 고기의 조합은 역시ㅠㅠㅠ 오시면 꼭 세트메뉴 먹어보세요!오랜만에 찾은 맛집😀	1
379	맛도 서비스도 최고입니다!!	1
380	직원분들 친절하시고 초벌구이 해주셔서 연기도 많지안았으며 마지막까지 구워지시고 잘라주시기까지 해주셔서 편안히 식사를 할 수있는 매장이었습니다. 아주 만족했습니다. 감사합니다.	1
381	역시 돼지고기는 하남돼지집이다!! 먹는 내내 행복을 느낄 수 있는 맛이었어요!! 완전 강추!! 또 갈래요!!	1
382	맛있어요.	1
383	직원분들 다 너무 친절하시고,고기 잘 못 구워서 하남돼지집으로 간건데,정말 맛있게 구워주시고, 맛있게 먹는 팁도 알려주시고, 계속 신경써주셔서 감사했습니다. 진짜 맛있고 행복하게 잘 먹었습니다.	1
384	맛있었습니다 자리도좋은데 잡아주셔서 좋았습니다	1
385	마시씀 인정	1
386	친절하고 맛있습니다	1
387	너무 친절하고 좋아써요	1
388	맛있고 깔끔합니다	1
389	돼지고기 2인세트와 멸치국수 시켰어요~,양도 적당하고 맛있었습니다.,칵테일 서비스도 주시고~,담에 강남역 갈 일 있으면 또 방문할게요~	1
390	고기는 맛있었습니다. 지난주 홍대본점은 직원분이 초반에 직접주워주셨는데 강남역점은 손님이 저희만 있었지만 전혀 신경써주시는분이 없네요..실내가 너무 어두워 직접 구우려니 익었는지 판단이 어려워 불편한점이 있어요	0
391	너무너무 친절해요!!	1
392	너무 맛있고 좋았어요,다만 고기굽는게 힘들었을뿐...ㅋ	1
393	분위기도 좋고 고기도 맛있네요!!	1
394	지인들 예약해줬는데 매우 맛있었다합니다	1
395	자주가는 집인데 네이버 예약도 되는줄 몰랐어요~,매번 퇴근시간에가서 웨이팅했는데ㅠㅠㅠ,예약하고 가니 훨씬 편하더라고요ㅎ_ㅎ,다음에도 역시나 재방문의사있습니다	1
396	고기 맛있고 밑반찬들도 다 맛있어요  파무침 짱짱 숯불에 굽는건데도 가게에 연기가 없이 깔끔해서 좋아요 대신 반반냉면이 넘 뿔어씀...팅팅..탱탱... 반반떡..	1
397	고기가 생생하니 좋았어요	1
398	고기도 맛있고 분위기도 좀있고 좋았습니다.,근데 직원분들이 바빠서 그런지(제가보기에 많이 바빠보이진않았는데) 간단한 주문도 3~4번씩 불러야지 해주시더라고요..,서비스적인 부분만 보강해주시면 5점이 될거같습니다	1
399	친절하고 맛있어요.	1
400	덕분에 편하게 회식하고 맛있게 먹었습니다~	1
401	매우 맛있었어요,추천합니다	1
402	친절하게 먹기 좋게 다 구워주시고 서비스도 너무 좋았습니다!	1
403	맛있었어요 ㅠㅠㅠㅠㅠㅠ 또 갈거에요...	1
404	넘사람이 많아서인지 고기도 안오고 그랬으나,묵은지가 엄청나서 용서함^^	0
405	대만족했어요!!! 일본인 출장자들이 감동했다네요. 고기 다 구워주시고 여러가지 삼합으로 조합해서 각자 그릇에 놔주시고! 너무 좋아요!	1
406	맛있어요! 차돌삼합 추천해요	1
407	음식은 너무 좋아요. 다만 환기가...	1
408	맛있습니다. 다만 환기는 잘 되지 않아요.	1
409	주말 저녁에 갔는데 사람 진짜많았어요!,여러명 가실거면 미리 예약하는게 좋을듯 싶고,닭볶음탕이랑 베이컨치즈감자전 먹었는데,둘다 존맛탱 ㅠㅠ 1단계로 먹었는데 칼칼한,정도라 딱 맛있었음 ㅜㅜ 여기 가시면 날치알,볶음밥 꼭 드세요!!!먹은 볶음밥중 젤 맛있었음!!,셋이서 두개볶았는데 세개볶을걸 후회함..	1
410	너무 맛있었어요 ,여자 4명이서 급하게 닭도리탕세트와 베이컨감자전에 주먹밥까지 가득시키고 소주한명에 입가심! ㅋㅋㅋㅋㅋ 좋아요💋	1
411	첫번째 직원들 정말 밝고 친절하네요~~^^ 일단 그거면 말 다했다고 봅니다~~!!!!!! ,그런데 닭도리탕 맛이......정말 기가 막히네요~~~!!!!!!!!!!!!!!!!!!!! 먹느라 사진도 못찍었어요......ㅠㅠ 강추 강추~~~!!! ,다음엔 꽃도리탕 먹으러 갈게요~~~!!!!!!	1
412	매콤달콤 넘넘 맛잇어요:)  다음엔 한 잔 하러 가야겠어요!! 추천합니다앙~~~	1
413	꽃도리탕(중)세트랑 참치마요주먹밥 먹었어용ㅋㅋㅋ1단계여도 꽤 매웠고 참치마요주먹밥 진챠 존맛탱!!!!!모듬튀김도 완전바삭해요 강추!!!!!,한달에 한번씩 가려고요 ㅎㅎㅎ,이벤트 기다리겠숩니당>.<	1
414	가격에 비해 닭이 조금 들어있는건 아쉬웠지만 양념과 튀김 사리는 맛있었어요!! 중독적인 매운맛 좋아요~ㅎㅎ	1
415	언제나 맛 있는 !! 닭도리~ 음식도 맛나 직원분들도 친절!! 또 방문하겠습니당	1
416	푸짐하고 맛있게 잘 먹고 왔어요~ ,국물이 정말 진한 것 같아요~!,손님이 많아서 바쁜 주말인데도 친절하게 대해주셔서 감사해요. ,다음에 또 갈게요!	1
417	6명이서 북적북적 말도 많아서 주문이 힘드셨을텐데도,  계속 웃으며 친절하고 재밌게 받아주셨어요~,닭도리탕을 시켰는데 정말 맛있구요~ 똥집튀김도 기름 쩐내, 잡내없이 맛있었어요~,,손님이 바로바로 차서 예약하고 가길 정말 잘한거 같아요,,사진이 있었으면 좋았을텐데 ㅠㅠ 신나서 바로 먹느라 못 찍었네용,,(수정) 친구한테 받아서 사진 올려용~ 이벤트 보내주세용-! 기대기다	1
418	맛있고 좋았습니다	1
419	정말 기막힌 맛입니다,사장님 친절 직원분들 완전 프로의식	1
420	손님도많고 서비스도좋고 맛은더더욱 좋았어요 가격이 후덜덜이지만^^;;	1
421	맛있고 친절했어요! 또 방문할게요	1
422	좋았습니다.	1
423	진짜 맛있고 서비스도 대박이에요!!!!,볶음밥도 날치알도 짱짱많고 이영자 맛집답게 진짜 맛있습니당	1
424	정말 맛있고 친절해요 된장찌개는 좀 싱거웠어요	1
425	장흥삼합과는 다른 스타일의 진대감 차돌삼합.,다양한 곁들이와 같이 먹는 맛이 굿!	1
426	남자친구한테 엄청 대박맛집 예약해놨으니 기대하라고 큰소리떵떵치고 데리고갔는데..예약확인안된다며 예약한거맞냐고 입구에서부터 몇번이나 되물어보시니 엄청 민망했어요.일부러 예약확정된거맞는지 전화해서 확인까지 하고간거였는데 막상가보니 예약자명단에 제이름은 없어서 황당...그래도 큰자리 편하게앉으라고 해주셔서 감사했지만..둘이서 그 큰자리차지하고있으니 괜시리 민폐끼치는것같아서 먹는내내 마음편치않았어요. 반찬도 얼마나 일찍담아논건지 윤기없이 다매말라있고..삼성타운점은 볶음밥시키면 나오는 된장찌개도 너무맛있어서 된장찌개맛집인줄 착각할정도였는데 똑같은 체인이여도 맛이 다른건지 여기지점은 된장찌개 완전 맹탕이였습니다..삼성타운점 처음가보고 완전반해서 이번엔 여기지점으로 방문해보았는데...여러모로 비교가 많이되서 아쉬웠습니다	0
427	예약해서 편하게 즐겼어요~	1
428	소고기 관자조합 ㅎㅎ 다 구워주셔서 더 맛있게먹었어요 결혼한다고 친구만난 거였는데 청첩장보시더니 결혼선물도 주시고^^ 감사합니당~	1
429	맛있게먹었습니다	1
430	맛있게 잘 먹었습니다..직원분들도 너무 친절하시구요..,다만 물 동치미말이 국수만은 증말 맛 없었답니다.	1
431	고기맛있었고 서비스 좋았어요~	1
432	네이버 예약했더니 서비스까지 받고 좋았어요 ^_^ 사람도 많이 없고 고기도 맛있었어요!	1
433	매우 만족해요!	1
434	만족합니다	1
435	맛있습니다. 따로 와인 챙겨가져가서 마셨어요. 여기 고기도 고기지만 차돌박이볶음밥도 맛있었음.	1
436	맛있고 분위기 좋습니다. 잘 먹었습니다.	1
437	맛잇엇어요	1
438	조용하니 좋았습니다.	1
439	직접 다 구워주셔서 너무 편했고, 고기가 고소하고 맛있었어요!	1
440	친절 만족 맛있음	1
441	구워주셔서 맛있어요	1
442	한마디로 쥰맛탱구리????????	1
443	언제 가도 맛, 서비스, 분위기 모두 최고입니다 ^^ 감사합니다!	1
444	언제나 좋아요..서빙도 완전 스피드!! 쵝오	1
445	서비스짱 고기짱 또갈거에요	1
446	고기도 구워주시고, 참 맛있었습니다	1
447	깔끔하고 맛있게 잘먹었습니다!	1
448	맛과 분위기가 좋았습니다~!	1
449	맛있습니다	1
450	잘먹었습니다...,가격만큼	1
451	항상 만족합니다.	1
452	여기 소고기는 정말 맛있습니다	1
453	정말 맛있게 잘 먹었습니다!,감사합니다.	1
454	체인점 많이 생기기전부터 다닌 사람인데요.,고기가 예전같지 않은것 같아요,최근 1년 사이에 고기질이 좀 떨어지고,,장아찌 국수도 맛이 좀 변했어요. ,반찬도 미리 안만들고 막 해주셨는데.. 미리 해두신거처럼 말라고 나와서 좀 실망했어요 이번에는	0
455	지금까지 이런 맛은 없었다.,고기 좋고 육사시미 국수 찌개 곤드레밥 전부 다 괜찮고, 콜키지 프리, 적립도 된다는 점~~!	1
456	30분 넘게 기다렸는데 기다리길 잘했어요!!,고기도 고기지만 장아찌 국수와 곤드레밥도 별미네요^^ 직원분들도 친절하고 음식도 맛있고 매우 만족하며 돌아왔어요	1
457	소고기 진짜 맛있어요	1
458	맛있고 친절합니다.또갈께욧	1
459	항상 친절하고 맛있는 곳이에요.	1
460	벌써 10년 가까이 다니고 있는 가게에요 ㅎㅎ,새로운 친구 데리고 갈 때마다 다들 맛있어 하지요,,어제 8명이서 닭갈비 10인분에 닭발 4인분 볶음밥 2인분을 먹고 막걸리 소주 맥주 주종을 가리지 않게 다 어울리고 맛있는 곳입니다 ,,사장님 오래오래 장사해주세요 ㅎㅎ	1
461	맛있었고 가게도 깨끗했습니다. 하지만 양이 적었습니다.	1
462	강남역에서 구워먹는 닭갈비 먹기 힘든데~ :) 여기는 심지어 맛있기까지해서 자주 가는 곳이예요!	1
463	아기의자는 없는듯했고 직장인들이 퇴근 후 많이 오시더라구요.,사장님이 친절하시고 음식은 양이 좀 작았지만 맛은 괜찮았어요 ㅋ,막국수가 볶음밥보다 맛있었어요	1
464	맛집 인정!	1
465	JMT 일반 양념 닭갈비에 비해 가격이 비싸다고 느낄 수 있지만 고기 양은 꽤..? 많아서 굳굳 2인분인데 고기만 먹고 배부르진않을거같고... 막국수랑 같이먹으면 개꿀 조합도 굳굳 소주가 생각나는 맛... 사장님 친절하시고 맛있게잘먹었어요~~	1
466	맛있었어요.	1
467	잘먹었습니다~~,숯불닭갈비도맛나고 목살도맛났어요^^	1
468	맛있었어요, 떡 꼭 드세요	1
469	메뉴판에 있는 모든 음식이 맛있고 서비스도 좋음	1
470	인생갈비입니다. 맛있게 먹었고 서비스도 좋습니다^^	1
471	비빔냉면밖에 없어서 아쉬웠지만 시켜먹으니 물냉면을 싹 잊어버림... 고기도 하나하나 다 구워주시고 심지어 맛있음	1
472	친절하고 맛있는 송포갈비 👌	1
473	친절하시고 고기도 정말맛있어욤 ㅎㅎㅎㅎ,재방문 의사있습니다	1
474	양념갈비가 특히 대박이었어요❤️	1
475	맛있게 먹었습니다	1
476	너무너무 맛잇는것!!	1
477	역시나 최고!	1
478	고기가 원래 맛있는데..구워주니까 2배로 맛있어요.	1
479	친절하고 너무좋았어요~~~~ 음식이좀 늦게나온거빼고는... 맛도 마싯었어용 ㅎㅎㅎㅎㅎㅎ 다음에또갈게용~~~~	1
480	보감세트 시켰는데 감자탕 보쌈 오징어초무침 전부 맛있었어요	1
481	음식들이 전체적으로 다 맛있네요 ㅎㅎ 짱좋음	1
482	서비스도 좋고 음식도 너무 맛있었어요!!	1
483	맛있고 정겹게 잘이용하고 갑니다!!	1
484	친절하신 직원분들 덕분에 기분좋게 식사했습니다.	1
485	맛있게 잘 놀다갑니다 ^^~*	1
486	보쌈 어떻게 이렇게 맛있게 하는지 비법이 궁금하네요.. ㅋㅋㅋㅋㅋ 맛있게 잘먹었습니다	1
487	감자탕 국물이 정말 맛있습니다 ,살도 되게 많고 맛있게 먹고갑니다	1
488	레스토랑 분위기가 제 맘에 쏙이네요 ㅎ 넓어서 좋았고 ,음식들도 전체적으로 맛있어요	1
489	주문을 제대로 받지 못해서 아쉬워요	0
490	직원들이 친절하고 육질, 특히 황제살이 좋아요.,다만 이날 찌개에 약간의 문제가 있어 별표 4개.	1
491	너무 맛있고 친절해서 좋았어요,분위기 좋은데 가성비까지 좋음,초밥에 고기 싸먹는데 특이했음	1
492	깔끔하고 맛있게 먹음	1
493	분위기 좋았고 맛도 좋았습니다~	1
494	비오는 금요일 저녁 방문했는데, 예약도 잘되고, 시설도 깔끔하고, 고기도 맛나고, 가격은 아주 높지 않은 전반적으로 친구들과 함께 한잔하기 좋은 고기집인 것 같습니다!	1
495	오랜만에 갔는데, 같이간 동료들이 아주 만족했습니다. 저 역시 만족^^ 잘 먹었습니다.	1
496	고기집 중 최고 깔끔하고 청결한 집,맛은 보장됨	1
497	고기도 진짜 맛있고, 직원분들도 친절하시고, 불판도 자주자주 갈아주시고, 다 좋았어요~~	1
498	고기는 갈매기살이 맛있습니다. ,다만, 고기가 나오는데 30분이상이 걸리고, 재주문 역시 20분이상 걸려 기다리다 지치게 되더군요.. ,그닥 추천하고 싶진 않습니다	0
499	맛있어용ㅎㅎ	1
500	맛있고 친절하고 좋아요.	1
501	맛있어요 ^^	1
502	점심 회식에 예약하고 갔는데 모두 만족도 100이었습니다	1
503	맛! 서비스 너무 좋았습니다,직원들의 교육도 굉장히 잘되있구요!!!,손님 모시고 가기 딱 좋은 곳입니다!!!	1
504	맛이랑 서비스 다 좋았어요~ 직원분들도 친절했구요!	1
505	음식은대체적으로 질도좋고 맛있어서 만족스러웠으나 직원들의 응대에 그닥 기분좋지않게 식사했네요.저희의 요구사항이 대표님의 원칙에 안맞다고 하시니 저흰 직원이아니라 그자리서 교육받는 느낌이었네요.,규칙과 원칙이 나름 있으시겠지만 유돌이 없이 딱딱하게 표정하나없이 응대하는것을 말이 아 다르고 어 다르니까요.그게 방침이라하니 뭐라 할말은 없구요.잘 먹고 왔습니다.맛 때문에 재방문의사는 있습니다.	1
506	직접 구워주셔서 편했고 고기 맛도 좋았고 직원분들이 친절하셔서 재방문 의사 있습니다	1
507	언제나 그렇듯 좋습니다. 고기도 좋고 밥도 찌개도 맛있고. 부모님과 방문하기는 처음인데 너무 맛있게 잘 드셨다고 합니다. 조만간 또 들르겠습니다.	1
508	맛있게 잘 먹었습니다~	1
509	맛은 나쁘지 않았는데 양이 적고.. 테이블조금차니까 너무 바빠보이시더라구요..일단 양이너무적어서 별뺐아요 10000원인집도 이정도는아닌데 ㅜㅜ 논현이라 그런가싶은데	0
510	완전 맛납니다.모두들 강추하네요. 꼭 가보세요. 소금 및 양념 다 맛있어요.	1
511	회식 장소로 좋았습니다. 서비스도 좋고 무엇보다 닭갈비가 맛있었습니다. 엄청 더운날인데 불이 있음에도 시원하게 먹을 수 있었습니다.^^	1
512	맛있어서 계속 시켜먹었어요,예약시간보다 조금 늦었는데도 사장님이 전화 주셔서 친절히 안내 해주시는것도 좋았어요	1
513	너무맛있어서 남기지 않고 다먹엇어요!! 강추입니다!	1
514	직원분들도 친절하고 닭갈비도 진짜 맛있었습니다. 처음 네이버예약을 이용하였는데 네이버에서 보낸 예약확정 문자외에도 사장님께서 따로 연락을 주셨구요 서비스로 톡소다소주를 한병 주셨는데 소주를 잘 못마시는 저한텐 딱이더라구요 닭갈비는 매콤과 간장 시켜서 먹어보았는데 두개다 맛있었습니다. 담번에 신사놀러갔을때 또이용하겠습니다. 감사합니다 사장님.  먹고 얘기하는데 집중하느라 사진하나를 못찍었네요 하핫	1
515	너무 맛있었습니다.	1
516	12명 재미나게 먹고 갑니다~	1
517	고기는 맛있었는데 조용하진 않았네요ㅋㅋ	1
518	고기가 짱 맛있어요	1
519	최근 먹은 고기중에 탑입니다 고기 진짜 맛있어요..	1
520	맛이 있습니다 가보세요	1
521	맛있어요~	1
522	쾌적하고 깔끔한 곳입니다	1
523	직원분들 모두 친절하시고 고기도 신선하고.	1
524	저희도 회식이었는데 다른 회사에서 사용하시던 소주 재고(위에 타 회사 이름 스티커..) 주시고... 비계덩어리 삼겹가져오셔서 바꿔달라도 했더니 그럼 삼겹 말고 목살먹으라고 짜증내시고.. 아쉽네요 한두번 가는게 아닌데	0
525	항상 만족하는 구이 전문점 입니다	1
526	고기도 맛있고 주인분들이 너무 친절하셨어요!!^^	1
527	인생 한우집 찾았네요 ㅎㅎ 사장님도 너무 친절하시고 고기도 너무 맛있고~앞으로 소고가 먹을때는 무조건 광부 한우로 가려구요!	1
528	네이버 맛집들 잘 안 믿어서 그냥 속는셈치고 갔는데 웬열 진짜였네요 ! 다음에 또 예약하고 가야겠어요 !!	1
529	단골인데 고기 정말 맛있습니다. 최고 ^^	1
530	늘 실망시키지 않습니다^^,고기 맛은 물론이고, 물국수도, 고기 싸먹는 와사비잎도 정말 맛있어요. ,사장님의 유쾌하심도 분위기를 한층 돋구네요.,덕분에 부서 회식 즐겁게 잘했습니다.	1
531	음식은 맛있었습니다. 친절도도 괜찮습니다.,다만 구이는 바로 나오는 편인데 육회는 시간이 걸렸습니다.	1
532	정말 친절하시고 고기도 맛있고 하나하나설명해가면서 구워주쇼서 넘나 좋았어요 또 갈게요 감사합니다	1
533	먹어봤던한우중 진짜 젤 맛있었어요,사장님도 넘 친절하셔서 다음번에 또 갈께요!!^^	1
534	질좋은 한우를 이 가격에,곁들이는 반찬도 와인도,넘 좋아요~~	1
535	어제갔는뎅 넘 좋아여 친절하시고 고기도 맛나고^^  굳굳 담에 또 갈게요~~!!!!	1
536	고기퀄러티도 좋고 아주 즐거운 식사를 했습니다. 조용한 가족모임에 좋을 듯 합니다. 그리고 육회는 슴슴한 양념으로 바꿨던데 입맛에 아주 잘 맞았어요. 늘 감사드립니다.	1
537	후기는 처음 남기네요,바쁠때는 고기도 직접 구워야하고 주문도 늦게 나오지만 불편함 느낀적 없어요 ,그이상의 맛과 품질로 늘 다시 찾게 됩니다!	1
538	고기 질은 좋았습니다. 다만 종업원 분들의 응대가 느리고 지난번엔 고기를 직접 구워주시기도 했던것 같은데 이번엔 안 구워주시더라구요. 물어보니 손님이 몰려서 바빠서 그랬다고 하시는데 식당엔 저희 말고 두팀인가만 더 있었는데 얼마나 바쁘셨던건지 모르겠습니다. 가격에 비해 서비스는 높은 점수는 못 주겠네요	0
539	늘 만족스런 응대에 감사합니다.	1
540	자주 가는곳인데 친절하고 맛이 좋은 집입니다,가성비 좋고 모임하기 좋은  맛좋은 집  ,함 가보시길 추천합니다^~^	1
541	추웟어요 고기 외에는 별로에요..	0
542	고기질과 육전은 좋다.다만 한우손님 돼지고기 손님을 차별한다(돼지손님은 주차불가.네이버예약시 약속한 간장게장.보리굴비를 돼지손님은 주지 않는다-예약정보에 돼지손님은 서비스 없다는걸 명시해서 낚이는 손님은 없어야 된다고 생각한다),불판이 검댕이가 있어 교체를 했는데 똑같은 것이 또 나와 하는수 없이 내가 불판을 휴지로 닦고 고기를 구워 먹었다.,명성에 걸맞지 않은 점례네다.	0
543	직접 구워주시고 진짜맛있음. 반찬도 맛있음. 직원분이 친절하게 잘해주시네요	1
544	친절하게 서빙해주시고 음식도 챙겨주셨어요 ㅎ	1
545	강남역 점례네 방문,육회비빔밥은 맛있었당,뼈삼겹도 맛있었다,,다만 부산본점이랑은 좀 틀림 ㅜㅜ	1
1	음 친절한 느낌은 없지만 나쁘지 않은 가성비 동네 초밥집..	1
2	"정말 가성비 높은 초밥집이에요. 동네 단골, 가족단위로도 많이 방문하시는 것 같더라고요. 7시 정도에 방문하니 레일에 많이 올려져 있지 않아 따로 주문했더니 더 신선한 초밥으로 식사할 수 있어 좋았어요. 그중 간장 새우가 최고였어요. 머리까지 같이 주시는 초밥집이 많지 않아 한쪽에 치워두다가, 다른 메뉴 받을 때 주방장님께 여쭤보니 머리까지 다 먹어도 된다고 하시더라고요. 직접 손질해 먹는 방법도 알려주시고요. 비..."	1
3	자주애용해요	1
4	"아이가 여기 초밥을 좋아해요 다른 곳들은 애들이 먹을 메뉴가 많지 않은데 다양해서 그런지 갔던 초밥집중에 제일 좋아하고 초밥 먹으러 가자고 이집을 콕찝어 얘기해요 회덮밥은 처음 먹어봤는데 맛있었어요"	1
5	고기는 너무 얇고 문어에 올려진 낙지가 냄새가 났어요 ㅠㅠ	0
6	좋아요 굿굿	1
7	회전초밥 가성비는 좋으나 퀄리티가 조금 아쉬워요~	0
8	늘 맛있게 먹고 갑니다	1
9	가성비 가심비 맛집	1
10	자주애용해요	1
11	"가성비 가심비 최고! 항상 만족하는 곳이에요"	1
12	너무 좋아요	1
14	좋아요	1
15	"가성비 가심비 맛집 가면 항상 만족스럽게 식사하고 나와서 좋아요"	1
16	싸고 맛있고 사장님 친절하세요	1
17	늘 말씀드리지만 간장새우 최고에요	1
18	맛나요	1
19	늘 친절하시고 간장새우 강추요!	1
20	맛있어요	1
21	간장새우 최고 존엄	1
22	간장새우 시그니처에요	1
23	맛있어요	1
24	늘 감사합니다	1
25	오늘도 잘먹었습니다	1
26	맛있어요	1
27	간장새우 진짜 맛있어요	1
28	"처음 가봤는데요 밥알이 간장찍으니 부서지네요 ㅜㅜ 회전초밥특성상  시간이 좀 지난것도 있었고요 밥먹다 차 빼야하고 주차도 불편하네요 회덮밥과 우동은 맛있었어요"	0
29	회가 살짝 비립니다.. 레일엔 먹을것이 거의없고.. 종합적으로 별로였습니다..	0
30	친절합니다	1
31	맛있어요	1
33	좋아요	1
34	깔끔하고 맛도 좋아요	1
35	원래 가격도 가성비좋은데 해피타임 이용하면 정말 괜찮아요! ㅎㅎ	1
36	좋아요	1
37	좋아요	1
38	좋아요	1
39	맛있고 친절해요^^!	1
40	맛있게잘먹었어요 친절해요	1
41	굿	1
42	진짜 제가 살아가는 이유 중 하나.....스시가의 타코와사비랑 연어아부리는 진짜 갓갓갓갓갓최고ㅠㅠ타코와사비는 더 맛잇는 데 아직 찾지 못했습니다... 힘든 날 포장해와서 집에서 먹으면 힐링 그 자체ㅠㅡㅠ술보다 힘이 센 스시가 초밥 ㅠㅠ집에서 멀어서 한달에 몇번 못가지만 사년째 사랑하고 있습니다 ❤️🥰	1
