,names,menu,loc,review_num,avg_score
6146,이곱착한양대창 사당점,"곱창,막창,양",서울특별시 동작구 동작대로3길 6 (사당동),6건,0.8
6156,샤우,중식당,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 (제210호,212호))",0건,1.0
6166,호프광장버글버글,"맥주,호프",서울특별시 동작구 여의대방로24가길 31 (대방동),0건,1.0
6176,상도면옥,냉면,서울특별시 동작구 성대로1길 3 (상도동),15건,0.8
6186,한양옛날통닭,"치킨,닭강정",서울특별시 동작구 장승배기로10가길 10 (상도동),0건,1.0
6196,피자스쿨흑석명수대점,피자,"서울특별시 동작구 현충로 119, 상가동 A동 103호 (흑석동, 명수대현대아파트)",0건,1.0
6206,코코이찌방야 보라매점,카레,"서울특별시 동작구 여의대방로 112 (신대방동, A동 성무관 2층)",0건,0.7
6216,물음표,요리주점,"서울특별시 동작구 동작대로25길 22 (사당동,(2층))",137건,1.0
6226,일미가(逸味家)참치,생선회,"서울특별시 동작구 동작대로25길 16, 3층 (사당동)",0건,0.7
6236,삼통치킨.사당역점,"치킨,닭강정",서울특별시 동작구 동작대로7길 35 (사당동),0건,0.9
6246,굽네치킨 신대방점,"치킨,닭강정","서울특별시 동작구 대림로 19 (신대방동, 1층(102호))",0건,1.0
6256,소노야,"우동,소바","서울특별시 동작구 노량진로 지하 130, 지하1층 (노량진동)",0건,0.9
6266,공릉동원조 멸치국수,국수,서울특별시 동작구 사당로16길 15 (사당동),0건,1.0
6276,성대꼬치구이,중식당,"서울특별시 동작구 성대로2길 7 (상도동,(2층))",1건,0.875
6284,한마루가든,한식,서울특별시 동작구 여의대방로44길 10 (대방동),0건,0.9
6294,BBQ신대방삼거리역점,"치킨,닭강정","서울특별시 동작구 상도로 48 (대방동,(1층))",0건,0.8
6304,윤가네돈돼지,돼지고기구이,서울특별시 동작구 남부순환로 2047 (사당동),1건,0.8
6314,오빠닭사당1호점,"치킨,닭강정","서울특별시 동작구 동작대로29길 115, 사당우성아파트 상가동 106호 (사당동, 사당우성아파트)",0건,1.0
6324,정호식당,"순대,순댓국",서울특별시 동작구 노량진로 250-1 (본동),0건,0.9
6334,오니기리와 이규동,오니기리,서울특별시 동작구 강남초등길 7 (상도1동),0건,1.0
6344,올리돈까스,돈가스,"서울특별시 동작구 여의대방로 256 (대방동, 성원상가 지하11호)",1건,1.0
6354,띵똥와플중앙대점,와플,서울특별시 동작구 흑석로 95-1 (흑석동),0건,0.8
6364,신촌찌개집,"찌개,전골","서울특별시 동작구 만양로18길 18 (노량진동,(1층))",6건,1.0
6374,드루와이모네,"맥주,호프","서울특별시 동작구 장승배기로 143 (노량진동,2층)",0건,1.0
6382,한주하의 가배 볶는집,카페,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 207호)",0건,1.0
6392,교동 전선생,"전통,민속주점","서울특별시 동작구 상도로26길 24 (상도동,(1층))",0건,0.8
6402,영풍치킨,"치킨,닭강정","서울특별시 동작구 동작대로27가길 6, 1층 (사당동)",2건,0.8
6412,의성식당,한식,"서울특별시 동작구 여의대방로24길 73 (대방동,(지하1층))",11건,0.9
6422,담통집,"육류,고기요리","서울특별시 동작구 동작대로27길 16-6 (사당동,(1층))",1건,0.9
6432,큰맘할매순대국흑석동점,"순대,순댓국","서울특별시 동작구 서달로 167 (흑석동,(1층))",0건,0.7
6442,어사출또사당역점,생선회,서울특별시 동작구 남부순환로269길 21 (사당동),1건,0.8
6452,엉클(UNCLE),"맥주,호프","서울특별시 동작구 상도로61길 37 (상도동,(지하1층))",1건,1.0
6460,오사카 in 포차,요리주점,"서울특별시 동작구 동작대로27길 15 (사당동, 3층)",0건,1.0
6462,보리수,"카페,디저트","서울특별시 동작구 보라매로 104 (신대방동,(지하1층))",19건,1.0
6463,스시류,일식당,"서울특별시 동작구 동작대로7길 92, 1층 (사당동)",0건,1.0
6473,죽이야기,죽,"서울특별시 동작구 흑석로 102 (흑석동, 중앙대병원 B101-B호)",1건,1.0
6483,샤브일번가,샤브샤브,"서울특별시 동작구 흑석로 101-5 (흑석동,(2층))",0건,1.0
6487,한촌설렁탕보라매점,"곰탕,설렁탕",서울특별시 동작구 보라매로5길 35 (신대방동),0건,0.7
6497,하노이의 아침,베트남음식,서울특별시 동작구 보라매로5길 35 (신대방동),2건,0.7
6507,미사키,생선회,"서울특별시 동작구 동작대로25길 24, 1층 (사당동)",6건,0.8
6517,황가네 곱창볶음,"곱창,막창,양","서울특별시 동작구 성대로 35, 1층 (상도동)",0건,1.0
6527,단아한정식,한정식,"서울특별시 동작구 동작대로27가길 44 (사당동,영지빌딩 2층)",1건,0.6
6537,5시 해장국,해장국,서울특별시 동작구 사당로27길 16 (사당동),5건,1.0
6538,비비큐사당점,"치킨,닭강정",서울특별시 동작구 동작대로9길 7 (사당동),0건,1.0
6548,헤르젠,포장마차,서울특별시 동작구 양녕로26길 20 (상도동),0건,1.0
6558,용차이,중식당,"서울특별시 동작구 사당로30길 56 (사당동,(1층))",0건,0.9
6568,참오리,오리요리,서울특별시 동작구 사당로 307-10 (사당동),0건,1.0
6578,이든돈카츠,한식,서울특별시 동작구 만양로14다길 3 (노량진동),1건,0.7
6588,중대양곱창,"곱창,막창,양",서울특별시 동작구 상도로41마길 1 (상도1동),0건,0.7
6598,비비엣,베트남음식,서울특별시 동작구 사당로 36 (상도동),0건,1.0
6608,뽀대닭발 동작점,닭발,"서울특별시 동작구 장승배기로 8-1, 1층 (상도동)",0건,1.0
6618,천하무족,"족발,보쌈","서울특별시 동작구 동작대로7길 74, 1층 (사당동)",1건,1.0
6628,더밥분식,종합분식,"서울특별시 동작구 동작대로17길 7 (사당동,(1층))",0건,0.9
6648,쿠로,이자카야,서울특별시 동작구 서달로15길 23 (흑석동),22건,1.0
6652,청년다방,분식,서울특별시 동작구 사당로 16 (상도동),22건,1.0
6662,본때 이수점,감자탕,"서울특별시 동작구 동작대로27다길 29 (사당동,(103,104호))",0건,0.9
6672,청석골감자탕,한식,서울특별시 동작구 만양로14길 30 (노량진동),0건,0.8
6682,그릴맨바베큐,"치킨,닭강정","서울특별시 동작구 양녕로23길 120 (상도동,한강베스트빌  101호)",0건,1.0
6689,종부네,"전통,민속주점","서울특별시 동작구 동작대로27가길 37 (사당동,2층)",4건,0.9
6699,은혜식당,한식,"서울특별시 동작구 사당로9가길 55 (사당동,(B203호))",0건,1.0
6709,치킨오짱,"치킨,닭강정","서울특별시 동작구 동작대로1길 32 (사당동, 지하1층)",0건,1.0
6712,해초 세꼬시,한정식,서울특별시 동작구 동작대로33길 13 (사당동),0건,1.0
6713,땡초우동 in 포차 사당점,"우동,소바",서울특별시 동작구 사당로 280 (사당동),0건,0.8
6718,파동추야,"전통,민속주점",서울특별시 동작구 상도로58길 4 (상도동),1건,1.0
6728,상도늘보리(흑석점),"해물,생선요리",서울특별시 동작구 서달로 134-1 (흑석동),0건,1.0
6738,포마토김밥,김밥,서울특별시 동작구 흑석로 90 (흑석동),0건,0.8
6748,여정막걸리,"전통,민속주점","서울특별시 동작구 동작대로3길 10 (사당동,(1층))",5건,1.0
6758,가장맛있는족발보라매역점,"족발,보쌈",서울특별시 동작구 상도로 4 (대방동),0건,0.8
6768,맛짱식당,한식,서울특별시 동작구 여의대방로24마길 6 (대방동),0건,0.9
